Date,Item,Qty,Amount,,,,,
"December 18, 2022",lime mint,1.00,₹60.00,,,,,
"December 18, 2022",Dry Fruit Faulda,1.00,₹115.00,,,,,
"December 18, 2022",Badam Milk,1.00,₹30.00,,,,,
"December 18, 2022",Veg Sandwhich,1.00,₹45.00,,,,,
"December 18, 2022",coffee,1.00,₹20.00,,,,,
"December 18, 2022",Spicy Veg Maggie,1.00,₹45.00,,,,,
"December 18, 2022",Veg Burger,1.00,₹70.00,,,,,
"December 18, 2022",Milk,2.00,₹40.00,,,,,
"December 18, 2022",Tea,1.00,₹10.00,,,,,
"December 18, 2022",French Fry,2.00,₹100.00,,,,,
"December 18, 2022",Combo 181,1.00,₹181.00,,,,,
"December 18, 2022",Tea,1.00,₹10.00,,,,,
"December 18, 2022",lime mint,1.00,₹60.00,,,,,
"December 18, 2022",Samosa,3.00,₹30.00,,,,,
"December 18, 2022",Tea,3.00,₹30.00,,,,,
"December 18, 2022",Samosa,5.00,₹50.00,,,,,
"December 18, 2022",Tea,2.00,₹20.00,,,,,
"December 18, 2022",Samosa,4.00,₹40.00,,,,,
"December 18, 2022",Spicy Chicken Burger,1.00,₹100.00,,,,,
"December 18, 2022",Bread Omlet,1.00,₹40.00,,,,,
"December 18, 2022",Samosa,1.00,₹10.00,,,,,
"December 18, 2022",Tea,1.00,₹10.00,,,,,
"December 18, 2022",Promogenrate Juice,1.00,₹60.00,,,,,
"December 18, 2022",Leamon Soda,1.00,₹30.00,,,,,
"December 18, 2022",Tea,5.00,₹50.00,,,,,
"December 18, 2022",Leamon soda,3.00,₹90.00,,,,,
"December 18, 2022",Tea,1.00,₹10.00,,,,,
"December 18, 2022",Bread Omlet,2.00,₹80.00,,,,,
"December 18, 2022",French Fry,1.00,₹50.00,,,,,
"December 18, 2022",Tea,2.00,₹20.00,,,,,
"December 18, 2022",Veg Burger,1.00,₹70.00,,,,,
"December 18, 2022",Maggie,1.00,₹40.00,,,,,
"December 18, 2022",Bread Omlet,3.00,₹120.00,,,,,
"December 18, 2022",Tea,1.00,₹10.00,,,,,
"December 19, 2022",Bread Omlet,3.00,₹120.00,,,,,
"December 19, 2022",Maggie,3.00,₹120.00,,,,,
"December 19, 2022",Peri Peri Chicken fry,2.00,₹190.00,,,,,
"December 19, 2022",Veg Sandwhich,2.00,₹90.00,,,,,
"December 19, 2022",pepsi,2.00,₹50.00,,,,,
"December 19, 2022",Tea,1.00,₹10.00,,,,,
"December 19, 2022",Tea,1.00,₹10.00,,,,,
"December 19, 2022",Butter Stoch Mojio,2.00,₹140.00,,,,,
"December 19, 2022",Tea,1.00,₹10.00,,,,,
"December 19, 2022",Tea,1.00,₹10.00,,,,,
"December 19, 2022",Egg Maggie,1.00,₹50.00,,,,,
"December 19, 2022",Bread Omlet,1.00,₹40.00,,,,,
"December 19, 2022",French Fry,1.00,₹50.00,,,,,
"December 19, 2022",Peri Peri Chicken fry,2.00,₹190.00,,,,,
"December 19, 2022",French Fry,1.00,₹50.00,,,,,
"December 19, 2022",Samosa,1.00,₹10.00,,,,,
"December 19, 2022",Tea,5.00,₹50.00,,,,,
"December 19, 2022",Bread Omlet,1.00,₹40.00,,,,,
"December 19, 2022",Badam Milk,3.00,₹90.00,,,,,
"December 19, 2022",Veg Sandwhich,1.00,₹45.00,,,,,
"December 19, 2022",Samosa,1.00,₹10.00,,,,,
"December 19, 2022",Tea,2.00,₹20.00,,,,,
"December 19, 2022",Samosa,5.00,₹50.00,,,,,
"December 19, 2022",Tea,1.00,₹10.00,,,,,
"December 19, 2022",Smilie,1.00,₹70.00,,,,,
"December 19, 2022",Samosa,1.00,₹10.00,,,,,
"December 19, 2022",Tea,1.00,₹10.00,,,,,
"December 19, 2022",Chicken nuggets,1.00,₹80.00,,,,,
"December 19, 2022",French Fry,1.00,₹50.00,,,,,
"December 19, 2022",Tea,2.00,₹20.00,,,,,
"December 19, 2022",French Fry,3.00,₹150.00,,,,,
"December 19, 2022",Tea,1.00,₹10.00,,,,,
"December 19, 2022",Tea,1.00,₹10.00,,,,,
"December 19, 2022",Tea,1.00,₹10.00,,,,,
"December 19, 2022",Leamon Tea,1.00,₹15.00,,,,,
"December 19, 2022",French Fry,1.00,₹50.00,,,,,
"December 19, 2022",French Fry,2.00,₹100.00,,,,,
"December 19, 2022",Chessey Chicken Burger,1.00,₹115.00,,,,,
"December 19, 2022",Leamon Tea,1.00,₹15.00,,,,,
"December 19, 2022",Chessey Chicken Burger,3.00,₹345.00,,,,,
"December 19, 2022",Veg Sandwhich,1.00,₹45.00,,,,,
"December 19, 2022",French Fry,1.00,₹50.00,,,,,
"December 19, 2022",Butter Stoch Mojio,1.00,₹70.00,,,,,
"December 19, 2022",Samosa,1.00,₹10.00,,,,,
"December 19, 2022",Chessey Chicken Burger,4.00,₹460.00,,,,,
"December 19, 2022",French Fry,1.00,₹50.00,,,,,
"December 19, 2022",Corn Cheese,1.00,₹70.00,,,,,
"December 19, 2022",Bread Omlet,1.00,₹40.00,,,,,
"December 19, 2022",Tea,1.00,₹10.00,,,,,
"December 19, 2022",Samosa,2.00,₹20.00,,,,,
"December 19, 2022",French Fry,1.00,₹50.00,,,,,
"December 19, 2022",Veg Sandwhich,1.00,₹45.00,,,,,
"December 19, 2022",Tea,1.00,₹10.00,,,,,
"December 19, 2022",Leamon Tea,4.00,₹60.00,,,,,
"December 19, 2022",Tea,1.00,₹10.00,,,,,
"December 19, 2022",Veg Sandwhich,1.00,₹45.00,,,,,
"December 19, 2022",French Fry,1.00,₹50.00,,,,,
"December 19, 2022",sweet Lime,1.00,₹40.00,,,,,
"December 19, 2022",Peri Peri Chicken fry,1.00,₹95.00,,,,,
"December 19, 2022",Tea,1.00,₹10.00,,,,,
"December 20, 2022",Tea,1.00,₹10.00,,,,,
"December 20, 2022",sweet Lime,1.00,₹40.00,,,,,
"December 20, 2022",Veg Sandwhich,1.00,₹45.00,,,,,
"December 20, 2022",Tea,1.00,₹10.00,,,,,
"December 20, 2022",Tea,1.00,₹10.00,,,,,
"December 20, 2022",Tea,2.00,₹20.00,,,,,
"December 20, 2022",Veg Sandwhich,2.00,₹90.00,,,,,
"December 20, 2022",Bread Omlet,1.00,₹40.00,,,,,
"December 20, 2022",Leamon Juice,2.00,₹60.00,,,,,
"December 20, 2022",Bread Omlet,1.00,₹40.00,,,,,
"December 20, 2022",Tea,3.00,₹30.00,,,,,
"December 20, 2022",Samosa,2.00,₹20.00,,,,,
"December 20, 2022",coffee,2.00,₹40.00,,,,,
"December 20, 2022",French Fry,1.00,₹50.00,,,,,
"December 20, 2022",Bread Omlet,2.00,₹80.00,,,,,
"December 20, 2022",Tea,1.00,₹10.00,,,,,
"December 20, 2022",Tea,1.00,₹10.00,,,,,
"December 20, 2022",American Chilly Chicken,1.00,₹205.00,,,,,
"December 20, 2022",Maggie,1.00,₹40.00,,,,,
"December 20, 2022",Chessey Chicken Burger,1.00,₹115.00,,,,,
"December 20, 2022",Veg Sandwhich,1.00,₹45.00,,,,,
"December 20, 2022",Tea,1.00,₹10.00,,,,,
"December 20, 2022",Samosa,1.00,₹10.00,,,,,
"December 20, 2022",Tea,1.00,₹10.00,,,,,
"December 20, 2022",Bread Omlet,1.00,₹40.00,,,,,
"December 20, 2022",Samosa,4.00,₹40.00,,,,,
"December 20, 2022",Bread Omlet,1.00,₹40.00,,,,,
"December 20, 2022",Choco Milk,1.00,₹30.00,,,,,
"December 20, 2022",Tea,1.00,₹10.00,,,,,
"December 20, 2022",Samosa,1.00,₹10.00,,,,,
"December 20, 2022",Panner Cheese,1.00,₹85.00,,,,,
"December 20, 2022",French Fry,1.00,₹50.00,,,,,
"December 20, 2022",French Fry,1.00,₹50.00,,,,,
"December 20, 2022",Chicken Maggie,1.00,₹80.00,,,,,
"December 20, 2022",Chessey Chicken Burger,1.00,₹115.00,,,,,
"December 20, 2022",French Fry,1.00,₹50.00,,,,,
"December 20, 2022",Chessey Chicken Burger,1.00,₹115.00,,,,,
"December 20, 2022",sweet Lime,2.00,₹80.00,,,,,
"December 20, 2022",Samosa,1.00,₹10.00,,,,,
"December 20, 2022",Bread Omlet,1.00,₹40.00,,,,,
"December 20, 2022",Bread Omlet,1.00,₹40.00,,,,,
"December 20, 2022",veg burger,2.00,₹140.00,,,,,
"December 20, 2022",Bread Omlet,1.00,₹40.00,,,,,
"December 20, 2022",Veg Sandwhich,1.00,₹45.00,,,,,
"December 20, 2022",French Fry,2.00,₹100.00,,,,,
"December 20, 2022",Vanila Milk,2.00,₹60.00,,,,,
"December 20, 2022",French Fry,1.00,₹50.00,,,,,
"December 20, 2022",Tea,2.00,₹20.00,,,,,
"December 20, 2022",French Fry,1.00,₹50.00,,,,,
"December 20, 2022",French Fry,1.00,₹50.00,,,,,
"December 20, 2022",Lime Mint,2.00,₹120.00,,,,,
"December 20, 2022",Samosa,2.00,₹20.00,,,,,
"December 20, 2022",tea,1.00,₹10.00,,,,,
"December 20, 2022",Spicy Chicken,1.00,₹105.00,,,,,
"December 20, 2022",Tea,1.00,₹10.00,,,,,
"December 20, 2022",French Fry,3.00,₹150.00,,,,,
"December 20, 2022",Bread Omlet,3.00,₹120.00,,,,,
"December 20, 2022",Samosa,1.00,₹10.00,,,,,
"December 20, 2022",Chicken Balls,1.00,₹80.00,,,,,
"December 20, 2022",Tea,2.00,₹20.00,,,,,
"December 20, 2022",French Fry,1.00,₹50.00,,,,,
"December 20, 2022",Bread Omlet,1.00,₹40.00,,,,,
"December 20, 2022",Samosa,1.00,₹10.00,,,,,
"December 20, 2022",Chicken Balls,2.00,₹160.00,,,,,
"December 20, 2022",Chicken Nuggets,1.00,₹80.00,,,,,
"December 20, 2022",Samosa,4.00,₹40.00,,,,,
"December 20, 2022",Blue Current,2.00,₹120.00,,,,,
"December 21, 2022",Tea,4.00,₹40.00,,,,,
"December 21, 2022",Tea,1.00,₹10.00,,,,,
"December 21, 2022",Tea,3.00,₹30.00,,,,,
"December 21, 2022",Tea,1.00,₹10.00,,,,,
"December 21, 2022",veg burger,1.00,₹70.00,,,,,
"December 21, 2022",Ginger Tea,1.00,₹20.00,,,,,
"December 21, 2022",Leamon Tea,1.00,₹15.00,,,,,
"December 21, 2022",Veg Sandwhich,1.00,₹45.00,,,,,
"December 21, 2022",Tea,1.00,₹10.00,,,,,
"December 21, 2022",Tea,1.00,₹10.00,,,,,
"December 21, 2022",Tea,1.00,₹10.00,,,,,
"December 21, 2022",Samosa,2.00,₹20.00,,,,,
"December 21, 2022",Combo 111,1.00,₹111.00,,,,,
"December 21, 2022",Samosa,8.00,₹80.00,,,,,
"December 21, 2022",French Fry,1.00,₹50.00,,,,,
"December 21, 2022",Badam Milk,1.00,₹30.00,,,,,
"December 21, 2022",Choco Milk,1.00,₹30.00,,,,,
"December 21, 2022",Bread Omlet,1.00,₹40.00,,,,,
"December 21, 2022",Leamon Tea,3.00,₹45.00,,,,,
"December 21, 2022",Tea,1.00,₹10.00,,,,,
"December 21, 2022",Tea,1.00,₹10.00,,,,,
"December 21, 2022",Samosa,1.00,₹10.00,,,,,
"December 21, 2022",Spicy Chicken Burger,1.00,₹100.00,,,,,
"December 21, 2022",French Fry,1.00,₹50.00,,,,,
"December 21, 2022",Samosa,6.00,₹60.00,,,,,
"December 21, 2022",coffee,2.00,₹40.00,,,,,
"December 21, 2022",Tea,1.00,₹10.00,,,,,
"December 21, 2022",Tea,1.00,₹10.00,,,,,
"December 21, 2022",Bread Omlet,2.00,₹80.00,,,,,
"December 21, 2022",Samosa,1.00,₹10.00,,,,,
"December 21, 2022",Chicken Balls,1.00,₹80.00,,,,,
"December 21, 2022",sweet Lime,1.00,₹40.00,,,,,
"December 21, 2022",coffee,2.00,₹40.00,,,,,
"December 21, 2022",Tea,1.00,₹10.00,,,,,
"December 21, 2022",Ginger Tea,2.00,₹40.00,,,,,
"December 21, 2022",Samosa,3.00,₹30.00,,,,,
"December 21, 2022",Tea,2.00,₹20.00,,,,,
"December 21, 2022",Tea,1.00,₹10.00,,,,,
"December 21, 2022",Bread Omlet,2.00,₹80.00,,,,,
"December 21, 2022",Samosa,4.00,₹40.00,,,,,
"December 21, 2022",Tea,1.00,₹10.00,,,,,
"December 21, 2022",Tea,1.00,₹10.00,,,,,
"December 21, 2022",Tea,1.00,₹10.00,,,,,
"December 21, 2022",Samosa,2.00,₹20.00,,,,,
"December 21, 2022",Egg maggie,1.00,₹50.00,,,,,
"December 21, 2022",Bread Omlet,1.00,₹40.00,,,,,
"December 21, 2022",Samosa,2.00,₹20.00,,,,,
"December 21, 2022",veg burger,4.00,₹280.00,,,,,
"December 21, 2022",Samosa,4.00,₹40.00,,,,,
"December 21, 2022",Peri Peri Chicken Fry,2.00,₹190.00,,,,,
"December 21, 2022",French Fry,2.00,₹100.00,,,,,
"December 21, 2022",coffee,2.00,₹40.00,,,,,
"December 21, 2022",Tea,1.00,₹10.00,,,,,
"December 21, 2022",French Fry,1.00,₹50.00,,,,,
"December 21, 2022",Peri Peri Chicken Fry,1.00,₹95.00,,,,,
"December 21, 2022",French Fry,1.00,₹50.00,,,,,
"December 21, 2022",Leamon Tea,1.00,₹15.00,,,,,
"December 21, 2022",Veg Cheesy Sandwhich,1.00,₹80.00,,,,,
"December 21, 2022",Ginger Tea,1.00,₹20.00,,,,,
"December 21, 2022",Rose Milk,1.00,₹35.00,,,,,
"December 21, 2022",Tea,1.00,₹10.00,,,,,
"December 21, 2022",Samosa,1.00,₹10.00,,,,,
"December 21, 2022",Tea,1.00,₹10.00,,,,,
"December 21, 2022",Samosa,2.00,₹20.00,,,,,
"December 21, 2022",Tea,1.00,₹10.00,,,,,
"December 21, 2022",Bread Omlet,2.00,₹80.00,,,,,
"December 21, 2022",Leamon Tea,2.00,₹30.00,,,,,
"December 21, 2022",Tea,2.00,₹20.00,,,,,
"December 21, 2022",Samosa,2.00,₹20.00,,,,,
"December 21, 2022",Combo 181,1.00,₹181.00,,,,,
"December 21, 2022",Chilli Chicken,1.00,₹65.00,,,,,
"December 21, 2022",French Fry,1.00,₹50.00,,,,,
"December 21, 2022",Veg Cheese Balls,1.00,₹70.00,,,,,
"December 21, 2022",Peri Peri Chicken Fry,1.00,₹95.00,,,,,
"December 21, 2022",Veg Cheese Balls,1.00,₹70.00,,,,,
"December 21, 2022",Samosa,2.00,₹20.00,,,,,
"December 21, 2022",Chilli Chicken,1.00,₹65.00,,,,,
"December 21, 2022",Combo 121,1.00,₹121.00,,,,,
"December 21, 2022",Samosa,1.00,₹10.00,,,,,
"December 21, 2022",Bread Omlet,1.00,₹40.00,,,,,
"December 21, 2022",French Fry,1.00,₹50.00,,,,,
"December 21, 2022",Veg Cheese Balls,1.00,₹70.00,,,,,
"December 21, 2022",Chicken Chesse Balls,1.00,₹80.00,,,,,
"December 21, 2022",Chicken Chesse Balls,1.00,₹80.00,,,,,
"December 21, 2022",Tea,2.00,₹20.00,,,,,
"December 21, 2022",Tea,1.00,₹10.00,,,,,
"December 22, 2022",Tea,3.00,₹30.00,,,,,
"December 22, 2022",Tea,2.00,₹20.00,,,,,
"December 22, 2022",Tea,1.00,₹10.00,,,,,
"December 22, 2022",Tea,2.00,₹20.00,,,,,
"December 22, 2022",Tea,1.00,₹10.00,,,,,
"December 22, 2022",Tea,2.00,₹20.00,,,,,
"December 22, 2022",Tea,1.00,₹10.00,,,,,
"December 22, 2022",Tea,1.00,₹10.00,,,,,
"December 22, 2022",Tea,2.00,₹20.00,,,,,
"December 22, 2022",Samosa,2.00,₹20.00,,,,,
"December 22, 2022",coffee,2.00,₹40.00,,,,,
"December 22, 2022",Ginger Tea,4.00,₹80.00,,,,,
"December 22, 2022",Tea,1.00,₹10.00,,,,,
"December 22, 2022",Samosa,1.00,₹10.00,,,,,
"December 22, 2022",Bread Omlet,1.00,₹40.00,,,,,
"December 22, 2022",Tea,2.00,₹20.00,,,,,
"December 22, 2022",Tea,2.00,₹20.00,,,,,
"December 22, 2022",Bread Omlet,2.00,₹80.00,,,,,
"December 22, 2022",Samosa,1.00,₹10.00,,,,,
"December 22, 2022",Samosa,4.00,₹40.00,,,,,
"December 22, 2022",Samosa,9.00,₹90.00,,,,,
"December 22, 2022",coffee,1.00,₹20.00,,,,,
"December 22, 2022",Tea,1.00,₹10.00,,,,,
"December 22, 2022",Bread Omlet,3.00,₹120.00,,,,,
"December 22, 2022",Chessey Chicken Burger,1.00,₹115.00,,,,,
"December 22, 2022",Chicken Nuggets,1.00,₹80.00,,,,,
"December 22, 2022",Tea,2.00,₹20.00,,,,,
"December 22, 2022",Egg maggie,1.00,₹50.00,,,,,
"December 22, 2022",Tea,1.00,₹10.00,,,,,
"December 22, 2022",Tea,1.00,₹10.00,,,,,
"December 22, 2022",Tea,1.00,₹10.00,,,,,
"December 22, 2022",Bread Omlet,1.00,₹40.00,,,,,
"December 22, 2022",Ginger Tea,2.00,₹40.00,,,,,
"December 22, 2022",maggie,2.00,₹80.00,,,,,
"December 22, 2022",Strawbreey Faulda,1.00,₹90.00,,,,,
"December 22, 2022",chicken nuggets,1.00,₹80.00,,,,,
"December 22, 2022",Bread Omlet,1.00,₹40.00,,,,,
"December 22, 2022",Tea,1.00,₹10.00,,,,,
"December 22, 2022",Tea,4.00,₹40.00,,,,,
"December 22, 2022",Samosa,8.00,₹80.00,,,,,
"December 22, 2022",French Fry,1.00,₹50.00,,,,,
"December 22, 2022",Veg Burger,1.00,₹70.00,,,,,
"December 22, 2022",Samosa,2.00,₹20.00,,,,,
"December 22, 2022",Tea,1.00,₹10.00,,,,,
"December 22, 2022",coffee,2.00,₹40.00,,,,,
"December 22, 2022",Bread Omlet,1.00,₹40.00,,,,,
"December 22, 2022",Samosa,2.00,₹20.00,,,,,
"December 22, 2022",Spicy Veg Maggie,2.00,₹90.00,,,,,
"December 22, 2022",Bread Omlet,1.00,₹40.00,,,,,
"December 22, 2022",Tea,1.00,₹10.00,,,,,
"December 22, 2022",Crunchy Chicken,3.00,₹240.00,,,,,
"December 22, 2022",Tea,1.00,₹10.00,,,,,
"December 22, 2022",Leamon Tea,1.00,₹15.00,,,,,
"December 22, 2022",Corn Cheese,1.00,₹70.00,,,,,
"December 22, 2022",Veg Burger,2.00,₹140.00,,,,,
"December 22, 2022",Samosa,1.00,₹10.00,,,,,
"December 22, 2022",Lime Mint,3.00,₹180.00,,,,,
"December 22, 2022",Tea,2.00,₹20.00,,,,,
"December 22, 2022",Tea,1.00,₹10.00,,,,,
"December 22, 2022",Veg sandwhich,1.00,₹45.00,,,,,
"December 22, 2022",Tea,1.00,₹10.00,,,,,
"December 22, 2022",French Fry,1.00,₹50.00,,,,,
"December 22, 2022",Tea,4.00,₹40.00,,,,,
"December 22, 2022",Tea,2.00,₹20.00,,,,,
"December 23, 2022",Veg Burger,2.00,₹140.00,,,,,
"December 23, 2022",Chessey Veg Burger,1.00,₹130.00,,,,,
"December 23, 2022",Bread Omlet,1.00,₹40.00,,,,,
"December 23, 2022",Leamon Juice,1.00,₹30.00,,,,,
"December 23, 2022",Tea,1.00,₹10.00,,,,,
"December 23, 2022",Leamon Tea,1.00,₹15.00,,,,,
"December 23, 2022",Tea,1.00,₹10.00,,,,,
"December 23, 2022",Tea,1.00,₹10.00,,,,,
"December 23, 2022",Tea,1.00,₹10.00,,,,,
"December 23, 2022",Tea,1.00,₹10.00,,,,,
"December 23, 2022",Tea,2.00,₹20.00,,,,,
"December 23, 2022",Samosa,1.00,₹10.00,,,,,
"December 23, 2022",Combo 181,1.00,₹181.00,,,,,
"December 23, 2022",Samosa,2.00,₹20.00,,,,,
"December 23, 2022",Tea,1.00,₹10.00,,,,,
"December 23, 2022",Ginger Tea,2.00,₹40.00,,,,,
"December 23, 2022",Tea,1.00,₹10.00,,,,,
"December 23, 2022",Samosa,2.00,₹20.00,,,,,
"December 23, 2022",Bread Omlet,1.00,₹40.00,,,,,
"December 23, 2022",Tea,1.00,₹10.00,,,,,
"December 23, 2022",Bread Omlet,1.00,₹40.00,,,,,
"December 23, 2022",Tea,2.00,₹20.00,,,,,
"December 23, 2022",Bread Omlet,1.00,₹40.00,,,,,
"December 23, 2022",Crunchy Chicken,1.00,₹80.00,,,,,
"December 23, 2022",Ginger Tea,2.00,₹40.00,,,,,
"December 23, 2022",Tea,2.00,₹20.00,,,,,
"December 23, 2022",Combo 181,1.00,₹181.00,,,,,
"December 23, 2022",Chessey Veg Burger,1.00,₹130.00,,,,,
"December 23, 2022",Samosa,1.00,₹10.00,,,,,
"December 23, 2022",Tea,1.00,₹10.00,,,,,
"December 23, 2022",Tea,1.00,₹10.00,,,,,
"December 23, 2022",Tea,1.00,₹10.00,,,,,
"December 23, 2022",Leamon Tea,1.00,₹15.00,,,,,
"December 23, 2022",Tea,2.00,₹20.00,,,,,
"December 23, 2022",Samosa,2.00,₹20.00,,,,,
"December 23, 2022",French Fry,1.00,₹50.00,,,,,
"December 23, 2022",Bread Omlet,1.00,₹40.00,,,,,
"December 23, 2022",Ginger Tea,1.00,₹20.00,,,,,
"December 23, 2022",Samosa,7.00,₹70.00,,,,,
"December 23, 2022",Smilie,1.00,₹70.00,,,,,
"December 23, 2022",Bread Omlet,1.00,₹40.00,,,,,
"December 23, 2022",Tea,1.00,₹10.00,,,,,
"December 23, 2022",French Fry,1.00,₹50.00,,,,,
"December 23, 2022",Bread Omlet,1.00,₹40.00,,,,,
"December 23, 2022",Veg sandwhich,1.00,₹45.00,,,,,
"December 23, 2022",Tea,2.00,₹20.00,,,,,
"December 23, 2022",Tea,1.00,₹10.00,,,,,
"December 23, 2022",Tea,1.00,₹10.00,,,,,
"December 23, 2022",Bread Omlet,1.00,₹40.00,,,,,
"December 23, 2022",Veg sandwhich,1.00,₹45.00,,,,,
"December 23, 2022",Samosa,1.00,₹10.00,,,,,
"December 23, 2022",Tea,1.00,₹10.00,,,,,
"December 23, 2022",Egg Maggie,1.00,₹50.00,,,,,
"December 23, 2022",Bread Omlet,2.00,₹80.00,,,,,
"December 23, 2022",Samosa,2.00,₹20.00,,,,,
"December 23, 2022",Tea,1.00,₹10.00,,,,,
"December 23, 2022",Samosa,10.00,₹100.00,,,,,
"December 23, 2022",French Fry,2.00,₹100.00,,,,,
"December 23, 2022",Tea,1.00,₹10.00,,,,,
"December 23, 2022",Samosa,1.00,₹10.00,,,,,
"December 23, 2022",Bread Omlet,1.00,₹40.00,,,,,
"December 23, 2022",Tea,1.00,₹10.00,,,,,
"December 23, 2022",Tea,1.00,₹10.00,,,,,
"December 23, 2022",Samosa,1.00,₹10.00,,,,,
"December 23, 2022",Combo 181,1.00,₹181.00,,,,,
"December 23, 2022",coffee,2.00,₹40.00,,,,,
"December 23, 2022",Choco Milk,1.00,₹30.00,,,,,
"December 23, 2022",maggie,1.00,₹40.00,,,,,
"December 23, 2022",Bread Omlet,2.00,₹80.00,,,,,
"December 23, 2022",Tea,3.00,₹30.00,,,,,
"December 23, 2022",Leamon Tea,1.00,₹15.00,,,,,
"December 23, 2022",French Fry,1.00,₹50.00,,,,,
"December 23, 2022",Veg Burger,1.00,₹70.00,,,,,
"December 23, 2022",Bread Omlet,1.00,₹40.00,,,,,
"December 23, 2022",Peri Peri Chicken fry,5.00,₹475.00,,,,,
"December 23, 2022",Choco Milk,1.00,₹30.00,,,,,
"December 23, 2022",Samosa,3.00,₹30.00,,,,,
"December 23, 2022",maggie,2.00,₹80.00,,,,,
"December 23, 2022",Veg Burger,1.00,₹70.00,,,,,
"December 23, 2022",Smilie,1.00,₹70.00,,,,,
"December 23, 2022",Bread Omlet,4.00,₹160.00,,,,,
"December 23, 2022",Bread Omlet,1.00,₹40.00,,,,,
"December 23, 2022",tea,1.00,₹10.00,,,,,
"December 23, 2022",Choco Milk,1.00,₹30.00,,,,,
"December 23, 2022",French Fry,1.00,₹50.00,,,,,
"December 23, 2022",maggie,2.00,₹80.00,,,,,
"December 23, 2022",Bread Omlet,2.00,₹80.00,,,,,
"December 23, 2022",Peri Peri Chicken fry,1.00,₹95.00,,,,,
"December 23, 2022",Tea,1.00,₹10.00,,,,,
"December 23, 2022",Veg sandwhich,3.00,₹135.00,,,,,
"December 23, 2022",Tea,1.00,₹10.00,,,,,
"December 24, 2022",Tea,1.00,₹10.00,,,,,
"December 24, 2022",Tea,1.00,₹10.00,,,,,
"December 24, 2022",Tea,1.00,₹10.00,,,,,
"December 24, 2022",Tea,1.00,₹10.00,,,,,
"December 24, 2022",Tea,1.00,₹10.00,,,,,
"December 24, 2022",Tea,4.00,₹40.00,,,,,
"December 24, 2022",Leamon Tea,1.00,₹15.00,,,,,
"December 24, 2022",Tea,1.00,₹10.00,,,,,
"December 24, 2022",Veg sandwhich,1.00,₹45.00,,,,,
"December 24, 2022",Tea,1.00,₹10.00,,,,,
"December 24, 2022",Tea,1.00,₹10.00,,,,,
"December 24, 2022",Tea,1.00,₹10.00,,,,,
"December 24, 2022",Bread Omlet,1.00,₹40.00,,,,,
"December 24, 2022",Tea,1.00,₹10.00,,,,,
"December 24, 2022",Samosa,1.00,₹10.00,,,,,
"December 24, 2022",Dry Fruit Faulda,1.00,₹115.00,,,,,
"December 24, 2022",Leamon Juice,1.00,₹30.00,,,,,
"December 24, 2022",maggie,1.00,₹40.00,,,,,
"December 24, 2022",Bread Omlet,2.00,₹80.00,,,,,
"December 24, 2022",Veg sandwhich,2.00,₹90.00,,,,,
"December 24, 2022",Egg Maggie,1.00,₹50.00,,,,,
"December 24, 2022",Tea,2.00,₹20.00,,,,,
"December 24, 2022",Dry Fruit Faulda,2.00,₹230.00,,,,,
"December 24, 2022",Veg Burger,1.00,₹70.00,,,,,
"December 24, 2022",Apple Juice,2.00,₹120.00,,,,,
"December 24, 2022",maggie,1.00,₹40.00,,,,,
"December 24, 2022",Samosa,2.00,₹20.00,,,,,
"December 24, 2022",French Fry,1.00,₹50.00,,,,,
"December 24, 2022",maggie,1.00,₹40.00,,,,,
"December 24, 2022",Samosa,2.00,₹20.00,,,,,
"December 24, 2022",Crunchy Chicken,1.00,₹80.00,,,,,
"December 24, 2022",Tea,1.00,₹10.00,,,,,
"December 24, 2022",Samosa,2.00,₹20.00,,,,,
"December 24, 2022",Tea,1.00,₹10.00,,,,,
"December 24, 2022",Leamon Tea,1.00,₹15.00,,,,,
"December 24, 2022",Samosa,1.00,₹10.00,,,,,
"December 24, 2022",Dry Fruit Faulda,1.00,₹115.00,,,,,
"December 24, 2022",Tea,1.00,₹10.00,,,,,
"December 24, 2022",Samosa,4.00,₹40.00,,,,,
"December 24, 2022",Tea,1.00,₹10.00,,,,,
"December 24, 2022",Tea,1.00,₹10.00,,,,,
"December 24, 2022",pepsi,1.00,₹25.00,,,,,
"December 24, 2022",Tea,2.00,₹20.00,,,,,
"December 24, 2022",Samosa,3.00,₹30.00,,,,,
"December 24, 2022",Chicken Burger,2.00,₹220.00,,,,,
"December 24, 2022",Chicken Nuggets,2.00,₹160.00,,,,,
"December 24, 2022",French Fry,1.00,₹50.00,,,,,
"December 24, 2022",Chicken Chesse Balls,1.00,₹80.00,,,,,
"December 24, 2022",Tea,3.00,₹30.00,,,,,
"December 24, 2022",Dry Fruit Faulda,1.00,₹115.00,,,,,
"December 24, 2022",French Fry,1.00,₹50.00,,,,,
"December 24, 2022",Tea,1.00,₹10.00,,,,,
"December 24, 2022",Samosa,2.00,₹20.00,,,,,
"December 24, 2022",Tea,3.00,₹30.00,,,,,
"December 24, 2022",Tea,1.00,₹10.00,,,,,
"December 24, 2022",Tea,1.00,₹10.00,,,,,
"December 24, 2022",Ginger Tea,1.00,₹20.00,,,,,
"December 24, 2022",Chessey Veg Burger,1.00,₹130.00,,,,,
"December 24, 2022",Tea,1.00,₹10.00,,,,,
"December 24, 2022",Veg Burger,1.00,₹70.00,,,,,
